4d3b0460f538b3c4adec6fc7c690bd0d	gi|2413015895|gb|CP104059.1|	93.562	100	6.11e-91	233	195108	Fusarium falciforme	ascomycete fungi	Fusarium falciforme
59e475e4d92741269cef3f52d36a6288	gi|1704727509|gb|MH819225.1|	95.798	94	5.13e-102	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
59e475e4d92741269cef3f52d36a6288	gi|1704727529|gb|MH819235.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
59e475e4d92741269cef3f52d36a6288	gi|1704727503|gb|MH819222.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
59e475e4d92741269cef3f52d36a6288	gi|1704727501|gb|MH819221.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
59e475e4d92741269cef3f52d36a6288	gi|1704727499|gb|MH819220.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727507|gb|MH819224.1|	96.639	94	2.37e-105	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727503|gb|MH819222.1|	96.639	94	2.37e-105	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727501|gb|MH819221.1|	96.639	94	2.37e-105	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727499|gb|MH819220.1|	96.639	94	2.37e-105	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727505|gb|MH819223.1|	96.624	94	8.52e-105	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1418586581|ref|NC_037986.1|	94.071	100	5.13e-102	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|257798976|gb|GQ844252.1|	94.071	100	5.13e-102	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|6331127|dbj|AB020222.1|	94.071	100	5.13e-102	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|1704727519|gb|MH819230.1|	95.359	94	8.58e-100	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
7e8b91195a086ab9c048b414675fdca7	gi|2073953076|gb|MW849265.1|	93.281	100	1.11e-98	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
558d449b51698b694791bcaa1e43dd49	gi|354806156|gb|JN418675.1|	92.095	100	1.12e-93	253	1089214	Pinnularia cf. microstauron	diatoms	Pinnularia cf. microstauron
671729ba488139ec8534f93ed846561f	gi|685431600|gb|KF697352.1|	97.628	100	5.02e-117	253	1117030	Pedospumella encystans	golden algae	Pedospumella encystans
2cb75f4a8072f6f454b33065bec79564	gi|2724824453|gb|PP746560.1|	96.047	100	2.35e-110	253	173497	Pseudochlorella signiensis	green algae	Pseudochlorella signiensis
2cb75f4a8072f6f454b33065bec79564	gi|2724824530|gb|PP746562.1|	91.566	98	8.70e-90	249	33092	Koliella longiseta	green algae	Koliella longiseta
65d4cb5bd60c2ad2ab37b774d4a87092	gi|2724824453|gb|PP746560.1|	96.838	100	1.09e-113	253	173497	Pseudochlorella signiensis	green algae	Pseudochlorella signiensis
65d4cb5bd60c2ad2ab37b774d4a87092	gi|2724824530|gb|PP746562.1|	91.270	99	8.70e-90	252	33092	Koliella longiseta	green algae	Koliella longiseta
ec4b3a0990fa45212ab13cfca5f09fbc	gi|2724824453|gb|PP746560.1|	99.209	100	1.07e-123	253	173497	Pseudochlorella signiensis	green algae	Pseudochlorella signiensis
ec4b3a0990fa45212ab13cfca5f09fbc	gi|2724824530|gb|PP746562.1|	91.270	99	8.70e-90	252	33092	Koliella longiseta	green algae	Koliella longiseta
5d3e6dfcea277e0ed0dc411552aba6d3	gi|2073953076|gb|MW849265.1|	94.071	100	5.13e-102	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1418586581|ref|NC_037986.1|	93.281	100	1.11e-98	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727519|gb|MH819230.1|	94.937	94	3.99e-98	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727523|gb|MH819232.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727513|gb|MH819227.1|	94.118	94	2.40e-95	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727509|gb|MH819225.1|	94.118	94	2.40e-95	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|257798976|gb|GQ844252.1|	92.490	100	2.40e-95	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|6331127|dbj|AB020222.1|	92.490	100	2.40e-95	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727503|gb|MH819222.1|	93.697	94	1.12e-93	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5d3e6dfcea277e0ed0dc411552aba6d3	gi|1704727505|gb|MH819223.1|	93.671	94	4.02e-93	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727523|gb|MH819232.1|	95.798	94	5.13e-102	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727513|gb|MH819227.1|	95.378	94	2.39e-100	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|2073953076|gb|MW849265.1|	93.676	100	2.39e-100	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|257798976|gb|GQ844252.1|	93.676	100	2.39e-100	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|6331127|dbj|AB020222.1|	93.676	100	2.39e-100	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727519|gb|MH819230.1|	95.359	94	8.58e-100	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727515|gb|MH819228.1|	94.937	94	3.99e-98	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727511|gb|MH819226.1|	94.894	93	5.16e-97	235	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1704727509|gb|MH819225.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
1c92833f86e3cce80b4e24dc07643757	gi|1418586581|ref|NC_037986.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727519|gb|MH819230.1|	94.937	94	3.99e-98	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727503|gb|MH819222.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727501|gb|MH819221.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727499|gb|MH819220.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1418586581|ref|NC_037986.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|2073953076|gb|MW849265.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|257798976|gb|GQ844252.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|6331127|dbj|AB020222.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727505|gb|MH819223.1|	94.515	94	1.86e-96	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
abc5f9c6b87b47b98482c66f475df2d0	gi|1704727513|gb|MH819227.1|	94.118	94	2.40e-95	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727519|gb|MH819230.1|	96.624	94	8.52e-105	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|2073953076|gb|MW849265.1|	94.466	100	1.10e-103	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727511|gb|MH819226.1|	96.170	93	5.13e-102	235	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1418586581|ref|NC_037986.1|	93.676	100	2.39e-100	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727529|gb|MH819235.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|257798976|gb|GQ844252.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|6331127|dbj|AB020222.1|	92.885	100	5.16e-97	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727515|gb|MH819228.1|	94.515	94	1.86e-96	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727523|gb|MH819232.1|	93.697	94	1.12e-93	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
5f3781d3099b2df0ab148d6ba29e12f7	gi|1704727509|gb|MH819225.1|	93.697	94	1.12e-93	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1418586581|ref|NC_037986.1|	100.000	100	4.95e-127	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|257798976|gb|GQ844252.1|	96.838	100	1.09e-113	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|6331127|dbj|AB020222.1|	96.838	100	1.09e-113	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|2073953076|gb|MW849265.1|	94.466	100	1.10e-103	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727529|gb|MH819235.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727503|gb|MH819222.1|	94.538	94	5.16e-97	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727515|gb|MH819228.1|	94.515	94	1.86e-96	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727505|gb|MH819223.1|	94.872	92	1.86e-96	234	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727501|gb|MH819221.1|	93.697	94	1.12e-93	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
bf0df5f3025b056f1fc8d41323570e82	gi|1704727499|gb|MH819220.1|	93.697	94	1.12e-93	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|2073953076|gb|MW849265.1|	96.047	100	2.35e-110	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727509|gb|MH819225.1|	96.218	94	1.10e-103	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1418586581|ref|NC_037986.1|	94.466	100	1.10e-103	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|257798976|gb|GQ844252.1|	94.466	100	1.10e-103	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|6331127|dbj|AB020222.1|	94.466	100	1.10e-103	253	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727519|gb|MH819230.1|	96.203	94	3.96e-103	237	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727529|gb|MH819235.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727523|gb|MH819232.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727501|gb|MH819221.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
298773864abe825a708ebfb8f4432b65	gi|1704727499|gb|MH819220.1|	94.958	94	1.11e-98	238	2856	Cylindrotheca closterium	diatoms	Cylindrotheca closterium
987fbf94ec039327088630733d2c78b8	gi|2293410699|gb|OP080627.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410695|gb|OP080623.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410694|gb|OP080622.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410691|gb|OP080619.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410689|gb|OP080617.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410687|gb|OP080615.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410686|gb|OP080614.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410685|gb|OP080613.1|	90.119	100	8.76e-85	253	1487602	Vannella robusta	eukaryotes	Vannella robusta
987fbf94ec039327088630733d2c78b8	gi|2293410698|gb|OP080626.1|	90.079	99	3.15e-84	252	1487602	Vannella robusta	eukaryotes	Vannella robusta
4ca4b2d59adff094deaf6b27352c9f2f	gi|65428158|gb|AY955049.1|	99.605	100	2.30e-125	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
4ca4b2d59adff094deaf6b27352c9f2f	gi|65428164|gb|AY955052.1|	93.173	98	1.86e-96	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
41ebf5d229cf31e4891edc66917d5040	gi|65428158|gb|AY955049.1|	100.000	100	4.95e-127	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
41ebf5d229cf31e4891edc66917d5040	gi|65428164|gb|AY955052.1|	93.574	98	3.99e-98	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
58141fc6b326445abb50999881a3bb9b	gi|65428158|gb|AY955049.1|	99.605	100	2.30e-125	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
58141fc6b326445abb50999881a3bb9b	gi|65428164|gb|AY955052.1|	93.173	98	1.86e-96	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
cf2cdd854d13e3e2f7d5b879eeb70a34	gi|65428158|gb|AY955049.1|	99.605	100	2.30e-125	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
cf2cdd854d13e3e2f7d5b879eeb70a34	gi|65428164|gb|AY955052.1|	93.574	98	3.99e-98	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
1a847c6e700e16cc1def36d1d090a3fd	gi|65428164|gb|AY955052.1|	96.443	100	5.05e-112	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
1a847c6e700e16cc1def36d1d090a3fd	gi|65428158|gb|AY955049.1|	93.976	98	8.58e-100	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
b64700cc13d2122e523ae7ba4ca7194f	gi|65428164|gb|AY955052.1|	96.838	100	1.09e-113	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
b64700cc13d2122e523ae7ba4ca7194f	gi|65428158|gb|AY955049.1|	94.378	98	1.84e-101	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
dc5e0f1b70ae0f65b4cecbac03e45e32	gi|65428164|gb|AY955052.1|	96.838	100	1.09e-113	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
dc5e0f1b70ae0f65b4cecbac03e45e32	gi|65428158|gb|AY955049.1|	94.378	98	1.84e-101	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
a91fc8565c79d6fa4d923f681ccc8dd2	gi|65428164|gb|AY955052.1|	96.443	100	5.05e-112	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
a91fc8565c79d6fa4d923f681ccc8dd2	gi|65428158|gb|AY955049.1|	93.976	98	8.58e-100	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
739c8f04ef3153f135be18f56e1441fd	gi|65428164|gb|AY955052.1|	96.443	100	5.05e-112	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
739c8f04ef3153f135be18f56e1441fd	gi|65428158|gb|AY955049.1|	93.976	98	8.58e-100	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
8aef772fce56e148371c31f1e05323ca	gi|65428164|gb|AY955052.1|	96.443	100	5.05e-112	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
8aef772fce56e148371c31f1e05323ca	gi|65428158|gb|AY955049.1|	93.976	98	8.58e-100	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
cf5fee40501755cfce92ff4f013cd83d	gi|65428164|gb|AY955052.1|	96.838	100	1.09e-113	253	38833	Micromonas pusilla	green algae	Micromonas pusilla
cf5fee40501755cfce92ff4f013cd83d	gi|65428158|gb|AY955049.1|	94.378	98	1.84e-101	249	38833	Micromonas pusilla	green algae	Micromonas pusilla
7f51b6b39b627e3e94c25ed5b220e42b	gi|65428164|gb|AY955052.1|	95.455	100	1.42e-81	198	38833	Micromonas pusilla	green algae	Micromonas pusilla
7f51b6b39b627e3e94c25ed5b220e42b	gi|65428158|gb|AY955049.1|	93.434	100	6.63e-75	198	38833	Micromonas pusilla	green algae	Micromonas pusilla
032f31abadf95e7858386f7f04220c09	gi|2724824530|gb|PP746562.1|	91.700	100	5.20e-92	253	33092	Koliella longiseta	green algae	Koliella longiseta
692eda3ae5b99aa1836bb626a88b3ceb	gi|2554484905|ref|NC_080885.1|	91.566	98	8.70e-90	249	2528262	Lanmaoa macrocarpa	basidiomycete fungi	Lanmaoa macrocarpa
692eda3ae5b99aa1836bb626a88b3ceb	gi|2091527986|ref|NC_057510.1|	91.235	99	3.13e-89	251	217427	Lactarius trivialis	basidiomycete fungi	Lactarius trivialis
692eda3ae5b99aa1836bb626a88b3ceb	gi|2026152574|ref|NC_054202.1|	91.532	98	3.13e-89	248	37468	Pisolithus tinctorius	basidiomycete fungi	Pisolithus tinctorius
692eda3ae5b99aa1836bb626a88b3ceb	gi|2770825084|gb|PP933239.1|	90.837	99	1.46e-87	251	176825	Russula sanguinea	basidiomycete fungi	Russula sanguinea
692eda3ae5b99aa1836bb626a88b3ceb	gi|2890335683|emb|OZ219441.1|	90.763	98	1.88e-86	249	388837	Aureoboletus gentilis	basidiomycete fungi	Aureoboletus gentilis
692eda3ae5b99aa1836bb626a88b3ceb	gi|2890335680|emb|OZ219438.1|	90.763	98	1.88e-86	249	388837	Aureoboletus gentilis	basidiomycete fungi	Aureoboletus gentilis
692eda3ae5b99aa1836bb626a88b3ceb	gi|1409969510|gb|MH319476.1|	90.763	98	1.88e-86	249	1886493	Lactarius sp. (in: basidiomycete fungi)	basidiomycete fungi	Lactarius sp. (in: basidiomycete fungi)
692eda3ae5b99aa1836bb626a88b3ceb	gi|1379385448|gb|MH138077.1|	90.763	98	1.88e-86	249	1886493	Lactarius sp. (in: basidiomycete fungi)	basidiomycete fungi	Lactarius sp. (in: basidiomycete fungi)
692eda3ae5b99aa1836bb626a88b3ceb	gi|2214671981|ref|NC_061666.1|	90.763	98	1.88e-86	249	80668	Pulveroboletus ravenelii	basidiomycete fungi	Pulveroboletus ravenelii
692eda3ae5b99aa1836bb626a88b3ceb	gi|2166981937|gb|MZ261925.1|	90.763	98	1.88e-86	249	121045	Hemileccinum impolitum	basidiomycete fungi	Hemileccinum impolitum
13cbf787db92dddddc4529df34cd7e6f	gi|283050881|gb|GU070901.1|	90.763	98	1.88e-86	249	693772	invertebrate environmental sample	animals	invertebrate environmental sample
4c4cd74d637df68ea5f44dca5e924eed	gi|283050881|gb|GU070901.1|	91.165	98	4.05e-88	249	693772	invertebrate environmental sample	animals	invertebrate environmental sample
998b4d4ee26ee11ce65ff8f70300a2a8	gi|1219969395|gb|KX100827.1|	90.947	96	8.76e-85	243	1955561	Paraphysomonas sp.	golden algae	Paraphysomonas sp.
998b4d4ee26ee11ce65ff8f70300a2a8	gi|1219969198|gb|KX100776.1|	90.947	96	8.76e-85	243	1955561	Paraphysomonas sp.	golden algae	Paraphysomonas sp.
f1d3daa4e59944c44b285c15d416289c	gi|1219969395|gb|KX100827.1|	90.535	96	4.08e-83	243	1955561	Paraphysomonas sp.	golden algae	Paraphysomonas sp.
f1d3daa4e59944c44b285c15d416289c	gi|1219969198|gb|KX100776.1|	90.535	96	4.08e-83	243	1955561	Paraphysomonas sp.	golden algae	Paraphysomonas sp.
67dfe94717209df7d6f48d7a5e595953	gi|667063463|gb|KJ781459.1|	100.000	100	4.95e-127	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|667063459|gb|KJ781457.1|	100.000	100	4.95e-127	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|667063457|gb|KJ781456.1|	100.000	100	4.95e-127	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|667063455|gb|KJ781455.1|	100.000	100	4.95e-127	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|1914009750|gb|MT975625.1|	100.000	100	4.95e-127	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|667063461|gb|KJ781458.1|	99.605	100	2.30e-125	253	313558	Cochliopodium spiniferum	eukaryotes	Cochliopodium spiniferum
67dfe94717209df7d6f48d7a5e595953	gi|667063443|gb|KJ781449.1|	91.700	100	5.20e-92	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
67dfe94717209df7d6f48d7a5e595953	gi|667063435|gb|KJ781445.1|	91.700	100	5.20e-92	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
67dfe94717209df7d6f48d7a5e595953	gi|659103831|gb|KJ569719.1|	91.700	100	5.20e-92	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
67dfe94717209df7d6f48d7a5e595953	gi|659103828|gb|KJ569712.1|	91.700	100	5.20e-92	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
5532eafde7ca54adba0cc7b47f9da3cf	gi|1758131109|gb|MN389530.1|	93.676	100	2.39e-100	253	2652063	Cochliopodium marrii	eukaryotes	Cochliopodium marrii
5532eafde7ca54adba0cc7b47f9da3cf	gi|659103837|gb|KJ569724.1|	93.676	100	2.39e-100	253	1512279	Cochliopodium sp. SG-2014	eukaryotes	Cochliopodium sp. SG-2014
5532eafde7ca54adba0cc7b47f9da3cf	gi|667063443|gb|KJ781449.1|	92.885	100	5.16e-97	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
5532eafde7ca54adba0cc7b47f9da3cf	gi|667063435|gb|KJ781445.1|	92.885	100	5.16e-97	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
5532eafde7ca54adba0cc7b47f9da3cf	gi|659103831|gb|KJ569719.1|	92.885	100	5.16e-97	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
5532eafde7ca54adba0cc7b47f9da3cf	gi|659103828|gb|KJ569712.1|	92.885	100	5.16e-97	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
5532eafde7ca54adba0cc7b47f9da3cf	gi|659103824|gb|KJ569711.1|	92.885	100	5.16e-97	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
5532eafde7ca54adba0cc7b47f9da3cf	gi|659103820|gb|KJ569710.1|	92.885	100	5.16e-97	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
5532eafde7ca54adba0cc7b47f9da3cf	gi|513132967|gb|KC747720.1|	92.490	100	6.68e-96	253	1347159	Cochliopodium sp. ATCC 30936	eukaryotes	Cochliopodium sp. ATCC 30936
5532eafde7ca54adba0cc7b47f9da3cf	gi|513132965|gb|KC747719.1|	92.490	100	6.68e-96	253	1347159	Cochliopodium sp. ATCC 30936	eukaryotes	Cochliopodium sp. ATCC 30936
06b562565340be450b0080cbe8ac020f	gi|667063445|gb|KJ781450.1|	93.281	100	1.11e-98	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
06b562565340be450b0080cbe8ac020f	gi|667063443|gb|KJ781449.1|	93.281	100	1.11e-98	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
06b562565340be450b0080cbe8ac020f	gi|667063435|gb|KJ781445.1|	93.281	100	1.11e-98	253	1496607	Cochliopodium megatetrastylus	eukaryotes	Cochliopodium megatetrastylus
06b562565340be450b0080cbe8ac020f	gi|659103831|gb|KJ569719.1|	93.281	100	1.11e-98	253	313997	Cochliopodium minus	eukaryotes	Cochliopodium minus
